 # psi_normal -- trapped fr. (est.) -- trapped fr. -- 1.46*sqrt(eps) -- ???
 0.3750000000000E+00  0.7225084515289E+00  0.5810701854491E+00  0.8006686069640E+00  0.3888158224847E+00 
 0.3828125000000E+00  0.7260939613773E+00  0.5843439966114E+00  0.8058619812532E+00  0.3914670636242E+00 
 0.3906250000000E+00  0.7296254630308E+00  0.5875738688039E+00  0.8110040054660E+00  0.3940900148842E+00 
 0.3984375000000E+00  0.7331060823927E+00  0.5907702173352E+00  0.8160985448608E+00  0.3966996437938E+00 
 0.4062500000000E+00  0.7365374835417E+00  0.5939266998911E+00  0.8211473917381E+00  0.3992859373443E+00 
 0.4140625000000E+00  0.7399212441519E+00  0.5970445123038E+00  0.8261522497521E+00  0.4018492520882E+00 
 0.4218750000000E+00  0.7432588603190E+00  0.6001259616554E+00  0.8311147383808E+00  0.4043908055536E+00 
 0.4296875000000E+00  0.7465517525719E+00  0.6031777393613E+00  0.8360363993646E+00  0.4069207277958E+00 
 0.4375000000000E+00  0.7498007276490E+00  0.6061936301708E+00  0.8409178835468E+00  0.4094290517431E+00 
 0.4453125000000E+00  0.7530075118631E+00  0.6091750621098E+00  0.8457612491948E+00  0.4119168837082E+00 
 0.4531250000000E+00  0.7561735296927E+00  0.6121263401324E+00  0.8505681395572E+00  0.4143885046224E+00 
 0.4609375000000E+00  0.7592999324476E+00  0.6150501388368E+00  0.8553398154090E+00  0.4168487546045E+00 
 0.4687500000000E+00  0.7623878171924E+00  0.6179424713017E+00  0.8600774814628E+00  0.4192907333310E+00 
 0.4765625000000E+00  0.7654382292429E+00  0.6208041314512E+00  0.8647822885434E+00  0.4217143350959E+00 
 0.4843750000000E+00  0.7684521656018E+00  0.6236416011195E+00  0.8694553373164E+00  0.4241277804936E+00 
 0.4921875000000E+00  0.7714303613577E+00  0.6264521467345E+00  0.8740973429764E+00  0.4265280775106E+00 
 0.5000000000000E+00  0.7743738632009E+00  0.6292342215920E+00  0.8787095259105E+00  0.4289118311146E+00 
 0.5078125000000E+00  0.7772836814591E+00  0.6319891214846E+00  0.8832930754356E+00  0.4312791753845E+00 
 0.5156250000000E+00  0.7801606394882E+00  0.6347246647785E+00  0.8878489096655E+00  0.4336424202218E+00 
 0.5234375000000E+00  0.7830055248109E+00  0.6374339522401E+00  0.8923779093823E+00  0.4359908485471E+00 
 0.5312500000000E+00  0.7858190907657E+00  0.6401175124377E+00  0.8968809195746E+00  0.4383243104252E+00 
 0.5390625000000E+00  0.7886020582443E+00  0.6427795085301E+00  0.9013587511822E+00  0.4406474942722E+00 
 0.5468750000000E+00  0.7913551177331E+00  0.6454214334287E+00  0.9058121834017E+00  0.4429639415541E+00 
 0.5546875000000E+00  0.7940788420230E+00  0.6480392475999E+00  0.9102418204051E+00  0.4452666773216E+00 
 0.5625000000000E+00  0.7967739907478E+00  0.6506335517259E+00  0.9146485858282E+00  0.4475554641963E+00 
 0.5703125000000E+00  0.7994411732613E+00  0.6532118115185E+00  0.9190331756622E+00  0.4498410681536E+00 
 0.5781250000000E+00  0.8020809688823E+00  0.6557687748446E+00  0.9233962512681E+00  0.4521163894975E+00 
 0.5859375000000E+00  0.8046939335729E+00  0.6583036627871E+00  0.9277384495043E+00  0.4543792218465E+00 
 0.5937500000000E+00  0.8072806006875E+00  0.6608190989100E+00  0.9320603832599E+00  0.4566320442021E+00 
 0.6015625000000E+00  0.8098414824362E+00  0.6633192765347E+00  0.9363626432161E+00  0.4588824928733E+00 
 0.6093750000000E+00  0.8123770741339E+00  0.6657987396634E+00  0.9406458043899E+00  0.4611216656712E+00 
 0.6171875000000E+00  0.8148879094527E+00  0.6682578584070E+00  0.9449105197704E+00  0.4633491952896E+00 
 0.6250000000000E+00  0.8173744051631E+00  0.6707024910309E+00  0.9491572565389E+00  0.4655731344687E+00 
 0.6328125000000E+00  0.8198369953576E+00  0.6731301838416E+00  0.9533865220186E+00  0.4677910242108E+00 
 0.6406250000000E+00  0.8222760975743E+00  0.6755386191300E+00  0.9575988061058E+00  0.4699984313923E+00 
 0.6484375000000E+00  0.8246921132122E+00  0.6779286831672E+00  0.9617945814810E+00  0.4721953331780E+00 
 0.6562500000000E+00  0.8270854283521E+00  0.6803073994456E+00  0.9659743045409E+00  0.4743936351415E+00 
 0.6640625000000E+00  0.8294564144699E+00  0.6826679559820E+00  0.9701384161763E+00  0.4765824669726E+00 
 0.6718750000000E+00  0.8318054764615E+00  0.6850106952103E+00  0.9742874263798E+00  0.4787615991911E+00 
 0.6796875000000E+00  0.8341330425041E+00  0.6873397521283E+00  0.9784218981464E+00  0.4809362624007E+00 
 0.6875000000000E+00  0.8364393304840E+00  0.6896556003424E+00  0.9825420305088E+00  0.4831087768305E+00 
 0.6953125000000E+00  0.8387246577781E+00  0.6919543012967E+00  0.9866482062346E+00  0.4852723457750E+00 
 0.7031250000000E+00  0.8409893300104E+00  0.6942362310566E+00  0.9907407955384E+00  0.4874264419316E+00 
 0.7109375000000E+00  0.8432336413821E+00  0.6965083129554E+00  0.9948201563137E+00  0.4895816785951E+00 
 0.7187500000000E+00  0.8454578753593E+00  0.6987653160165E+00  0.9988866350304E+00  0.4917309901769E+00 
 0.7265625000000E+00  0.8476623048284E+00  0.7010062692892E+00  0.1002940566684E+01  0.4938719695714E+00 
 0.7343750000000E+00  0.8498474018677E+00  0.7032330566829E+00  0.1006982663653E+01  0.4960062243265E+00 
 0.7421875000000E+00  0.8520132636465E+00  0.7054507425905E+00  0.1011012955445E+01  0.4981430895878E+00 
 0.7500000000000E+00  0.8541600937078E+00  0.7076530485611E+00  0.1015031671886E+01  0.5002723440457E+00 
 0.7578125000000E+00  0.8562881262503E+00  0.7098404337970E+00  0.1019039106140E+01  0.5023939205578E+00 
 0.7656250000000E+00  0.8583975868111E+00  0.7120162974101E+00  0.1023035541925E+01  0.5045123478248E+00 
 0.7734375000000E+00  0.8604886927693E+00  0.7141815343396E+00  0.1027021254188E+01  0.5066306195264E+00 
 0.7812500000000E+00  0.8625616535124E+00  0.7163325496895E+00  0.1030996509174E+01  0.5087420895221E+00 
 0.7890625000000E+00  0.8646169265684E+00  0.7184693823792E+00  0.1034962059880E+01  0.5108464640268E+00 
 0.7968750000000E+00  0.8666545109159E+00  0.7205974031132E+00  0.1038917784952E+01  0.5129515355022E+00 
 0.8046875000000E+00  0.8686745421207E+00  0.7227139047080E+00  0.1042863827619E+01  0.5150542456623E+00 
 0.8125000000000E+00  0.8706771998661E+00  0.7248165425646E+00  0.1046800421680E+01  0.5171502801621E+00 
 0.8203125000000E+00  0.8726626571702E+00  0.7269058871028E+00  0.1050727793606E+01  0.5192394292650E+00 
 0.8281250000000E+00  0.8746310806910E+00  0.7289879785650E+00  0.1054646162935E+01  0.5213319791188E+00 
 0.8359375000000E+00  0.8765827325320E+00  0.7310579856531E+00  0.1058555946670E+01  0.5234206187263E+00 
 0.8437500000000E+00  0.8785179177052E+00  0.7331153231969E+00  0.1062457659393E+01  0.5255037498752E+00 
 0.8515625000000E+00  0.8804365389495E+00  0.7351597656277E+00  0.1066351010145E+01  0.5275799084590E+00 
 0.8593750000000E+00  0.8823387388040E+00  0.7371985397693E+00  0.1070236191820E+01  0.5296620627027E+00 
 0.8671875000000E+00  0.8842246544910E+00  0.7392245990801E+00  0.1074113391514E+01  0.5317385927586E+00 
 0.8750000000000E+00  0.8860944180106E+00  0.7412384378342E+00  0.1077982790550E+01  0.5338096816576E+00 
 0.8828125000000E+00  0.8879482291727E+00  0.7432403768934E+00  0.1081844716957E+01  0.5358751318795E+00 
 0.8906250000000E+00  0.8897864496918E+00  0.7452370359195E+00  0.1085699848440E+01  0.5379468502681E+00 
 0.8984375000000E+00  0.8916088879383E+00  0.7472215055939E+00  0.1089547708976E+01  0.5400133014095E+00 
 0.9062500000000E+00  0.8934156561784E+00  0.7491943638397E+00  0.1093388457961E+01  0.5420748765949E+00 
 0.9140625000000E+00  0.8952068622049E+00  0.7511555212890E+00  0.1097222249792E+01  0.5441306352866E+00 
 0.9218750000000E+00  0.8969826095370E+00  0.7531115311931E+00  0.1101049234153E+01  0.5461925661237E+00 
 0.9296875000000E+00  0.8987431971558E+00  0.7550560986293E+00  0.1104869990855E+01  0.5482501722546E+00 
 0.9375000000000E+00  0.9004887304279E+00  0.7569897301935E+00  0.1108684691744E+01  0.5503036159033E+00 
 0.9453125000000E+00  0.9022190921192E+00  0.7589118869293E+00  0.1112493022241E+01  0.5523514125241E+00 
 0.9531250000000E+00  0.9039343692608E+00  0.7608290475520E+00  0.1116295113516E+01  0.5544049297361E+00 
 0.9609375000000E+00  0.9056346452263E+00  0.7627353663858E+00  0.1120091092730E+01  0.5564548647814E+00 
 0.9687500000000E+00  0.9073200600928E+00  0.7646309803594E+00  0.1123881219151E+01  0.5585007966518E+00 
 0.9765625000000E+00  0.9089909949138E+00  0.7665159868765E+00  0.1127666308014E+01  0.5605425354664E+00 
 0.9843750000000E+00  0.9106471566940E+00  0.7683949499778E+00  0.1131445655370E+01  0.5625873828807E+00 
 0.9921875000000E+00  0.9122886144891E+00  0.7702646960250E+00  0.1135219372241E+01  0.5646312284787E+00 
 0.1000000000000E+01  0.9139154341584E+00  0.7721436591263E+00  0.1138987566142E+01  0.0000000000000E+00 
