 # psi_normal -- rmin=(Rmax-Rmin)/2 -- rmaj=(Rmax+Rmin)/2 -- rmin/rmaj
 0.4609375000000E+00  0.3432192538905E+00  0.1700000000000E+01  0.2018936787591E+00 
 0.4687500000000E+00  0.3470319175567E+00  0.1700000000000E+01  0.2041364220922E+00 
 0.4765625000000E+00  0.3508389789354E+00  0.1700000000000E+01  0.2063758699620E+00 
 0.4843750000000E+00  0.3546409007717E+00  0.1700000000000E+01  0.2086122945716E+00 
 0.4921875000000E+00  0.3584378518823E+00  0.1700000000000E+01  0.2108457952249E+00 
 0.5000000000000E+00  0.3622304328098E+00  0.1700000000000E+01  0.2130767251822E+00 
 0.5078125000000E+00  0.3660192420444E+00  0.1700000000000E+01  0.2153054364967E+00 
 0.5156250000000E+00  0.3698046749869E+00  0.1700000000000E+01  0.2175321617570E+00 
 0.5234375000000E+00  0.3735871136892E+00  0.1700000000000E+01  0.2197571256996E+00 
 0.5312500000000E+00  0.3773669271263E+00  0.1700000000000E+01  0.2219805453684E+00 
 0.5390625000000E+00  0.3811444717008E+00  0.1700000000000E+01  0.2242026304122E+00 
 0.5468750000000E+00  0.3849200922889E+00  0.1700000000000E+01  0.2264235836993E+00 
 0.5546875000000E+00  0.3886939990233E+00  0.1700000000000E+01  0.2286435288372E+00 
 0.5625000000000E+00  0.3924666878593E+00  0.1700000000000E+01  0.2308627575643E+00 
 0.5703125000000E+00  0.3962384752444E+00  0.1700000000000E+01  0.2330814560261E+00 
 0.5781250000000E+00  0.4000096604894E+00  0.1700000000000E+01  0.2352998002879E+00 
 0.5859375000000E+00  0.4037805337361E+00  0.1700000000000E+01  0.2375179610212E+00 
 0.5937500000000E+00  0.4075513757955E+00  0.1700000000000E+01  0.2397361034091E+00 
 0.6015625000000E+00  0.4113224590889E+00  0.1700000000000E+01  0.2419543876993E+00 
 0.6093750000000E+00  0.4150940528614E+00  0.1700000000000E+01  0.2441729722714E+00 
 0.6171875000000E+00  0.4188665057776E+00  0.1700000000000E+01  0.2463920622221E+00 
 0.6250000000000E+00  0.4226400124615E+00  0.1700000000000E+01  0.2486117720362E+00 
 0.6328125000000E+00  0.4264148118168E+00  0.1700000000000E+01  0.2508322422452E+00 
 0.6406250000000E+00  0.4301911360183E+00  0.1700000000000E+01  0.2530536094225E+00 
 0.6484375000000E+00  0.4339692102771E+00  0.1700000000000E+01  0.2552760060454E+00 
 0.6562500000000E+00  0.4377492532712E+00  0.1700000000000E+01  0.2574995607477E+00 
 0.6640625000000E+00  0.4415314774626E+00  0.1700000000000E+01  0.2597243985074E+00 
 0.6718750000000E+00  0.4453161660717E+00  0.1700000000000E+01  0.2619506859245E+00 
 0.6796875000000E+00  0.4491036595736E+00  0.1700000000000E+01  0.2641786232786E+00 
 0.6875000000000E+00  0.4528939722597E+00  0.1700000000000E+01  0.2664082189763E+00 
 0.6953125000000E+00  0.4566872921730E+00  0.1700000000000E+01  0.2686395836312E+00 
 0.7031250000000E+00  0.4604838021445E+00  0.1700000000000E+01  0.2708728247909E+00 
 0.7109375000000E+00  0.4642836797203E+00  0.1700000000000E+01  0.2731080468943E+00 
 0.7187500000000E+00  0.4680870977212E+00  0.1700000000000E+01  0.2753453516007E+00 
 0.7265625000000E+00  0.4718942239338E+00  0.1700000000000E+01  0.2775848376081E+00 
 0.7343750000000E+00  0.4757055882482E+00  0.1700000000000E+01  0.2798268166166E+00 
 0.7421875000000E+00  0.4795210840047E+00  0.1700000000000E+01  0.2820712258851E+00 
 0.7500000000000E+00  0.4833407961589E+00  0.1700000000000E+01  0.2843181153876E+00 
 0.7578125000000E+00  0.4871648740752E+00  0.1700000000000E+01  0.2865675729854E+00 
 0.7656250000000E+00  0.4909934628215E+00  0.1700000000000E+01  0.2888196840127E+00 
 0.7734375000000E+00  0.4948267036201E+00  0.1700000000000E+01  0.2910745315412E+00 
 0.7812500000000E+00  0.4986647337136E+00  0.1700000000000E+01  0.2933321963021E+00 
 0.7890625000000E+00  0.5025081673006E+00  0.1700000000000E+01  0.2955930395886E+00 
 0.7968750000000E+00  0.5063567777665E+00  0.1700000000000E+01  0.2978569280979E+00 
 0.8046875000000E+00  0.5102105958553E+00  0.1700000000000E+01  0.3001238799149E+00 
 0.8125000000000E+00  0.5140697436515E+00  0.1700000000000E+01  0.3023939668538E+00 
 0.8203125000000E+00  0.5179343397277E+00  0.1700000000000E+01  0.3046672586634E+00 
 0.8281250000000E+00  0.5218044993764E+00  0.1700000000000E+01  0.3069438231626E+00 
 0.8359375000000E+00  0.5256805374718E+00  0.1700000000000E+01  0.3092238455717E+00 
 0.8437500000000E+00  0.5295628724970E+00  0.1700000000000E+01  0.3115075720571E+00 
 0.8515625000000E+00  0.5334511247028E+00  0.1700000000000E+01  0.3137947792369E+00 
 0.8593750000000E+00  0.5373453961474E+00  0.1700000000000E+01  0.3160855271455E+00 
 0.8671875000000E+00  0.5412457860487E+00  0.1700000000000E+01  0.3183798741463E+00 
 0.8750000000000E+00  0.5451523906911E+00  0.1700000000000E+01  0.3206778768771E+00 
 0.8828125000000E+00  0.5490654580825E+00  0.1700000000000E+01  0.3229796812250E+00 
 0.8906250000000E+00  0.5529855973475E+00  0.1700000000000E+01  0.3252856454985E+00 
 0.8984375000000E+00  0.5569122481240E+00  0.1700000000000E+01  0.3275954400730E+00 
 0.9062500000000E+00  0.5608454951824E+00  0.1700000000000E+01  0.3299091148132E+00 
 0.9140625000000E+00  0.5647854205892E+00  0.1700000000000E+01  0.3322267179936E+00 
 0.9218750000000E+00  0.5687321039025E+00  0.1700000000000E+01  0.3345482964133E+00 
 0.9296875000000E+00  0.5726860728565E+00  0.1700000000000E+01  0.3368741605038E+00 
 0.9375000000000E+00  0.5766474392364E+00  0.1700000000000E+01  0.3392043760214E+00 
 0.9453125000000E+00  0.5806158096550E+00  0.1700000000000E+01  0.3415387115617E+00 
 0.9531250000000E+00  0.5845912532105E+00  0.1700000000000E+01  0.3438772077709E+00 
 0.9609375000000E+00  0.5885738367671E+00  0.1700000000000E+01  0.3462199039806E+00 
 0.9687500000000E+00  0.5925637684162E+00  0.1700000000000E+01  0.3485669225978E+00 
 0.9765625000000E+00  0.5965618482735E+00  0.1700000000000E+01  0.3509187342785E+00 
 0.9843750000000E+00  0.6005672753607E+00  0.1700000000000E+01  0.3532748678592E+00 
 0.9921875000000E+00  0.6045801068524E+00  0.1700000000000E+01  0.3556353569720E+00 
 0.1000000000000E+01  0.6086003978390E+00  0.1700000000000E+01  0.3580002340229E+00 
