 # psi_normal -- rmin=(Rmax-Rmin)/2 -- rmaj=(Rmax+Rmin)/2 -- rmin/rmaj
 0.0000000000000E+00  0.0000000000000E+00  0.1700000000000E+01  0.0000000000000E+00 
 0.7812500000000E-02  0.3844401786299E-01  0.1700000000000E+01  0.2261412815470E-01 
 0.1562500000000E-01  0.5454638494328E-01  0.1700000000000E+01  0.3208610879017E-01 
 0.2343750000000E-01  0.6700116439154E-01  0.1700000000000E+01  0.3941244964208E-01 
 0.3125000000000E-01  0.7755458226317E-01  0.1700000000000E+01  0.4562034250775E-01 
 0.3906250000000E-01  0.8693631926433E-01  0.1700000000000E+01  0.5113901133196E-01 
 0.4687500000000E-01  0.9546257170561E-01  0.1700000000000E+01  0.5615445394448E-01 
 0.5468750000000E-01  0.1033801131733E+00  0.1700000000000E+01  0.6081183127843E-01 
 0.6250000000000E-01  0.1107974779972E+00  0.1700000000000E+01  0.6517498705719E-01 
 0.7031250000000E-01  0.1178123400277E+00  0.1700000000000E+01  0.6930137648687E-01 
 0.7812500000000E-01  0.1244989538793E+00  0.1700000000000E+01  0.7323467875251E-01 
 0.8593750000000E-01  0.1309076784689E+00  0.1700000000000E+01  0.7700451674643E-01 
 0.9375000000000E-01  0.1370757583670E+00  0.1700000000000E+01  0.8063279903942E-01 
 0.1015625000000E+00  0.1430292070739E+00  0.1700000000000E+01  0.8413482769054E-01 
 0.1093750000000E+00  0.1488031222765E+00  0.1700000000000E+01  0.8753124839797E-01 
 0.1171875000000E+00  0.1544201159789E+00  0.1700000000000E+01  0.9083536234053E-01 
 0.1250000000000E+00  0.1598874035623E+00  0.1700000000000E+01  0.9405141386017E-01 
 0.1328125000000E+00  0.1652256677632E+00  0.1700000000000E+01  0.9719156927249E-01 
 0.1406250000000E+00  0.1704517625977E+00  0.1700000000000E+01  0.1002657427045E+00 
 0.1484375000000E+00  0.1755644346407E+00  0.1700000000000E+01  0.1032731968475E+00 
 0.1562500000000E+00  0.1805883986217E+00  0.1700000000000E+01  0.1062284697775E+00 
 0.1640625000000E+00  0.1855161306429E+00  0.1700000000000E+01  0.1091271356723E+00 
 0.1718750000000E+00  0.1903691323849E+00  0.1700000000000E+01  0.1119818425794E+00 
 0.1796875000000E+00  0.1951434177584E+00  0.1700000000000E+01  0.1147902457402E+00 
 0.1875000000000E+00  0.1998506436439E+00  0.1700000000000E+01  0.1175592021434E+00 
 0.1953125000000E+00  0.2044961589844E+00  0.1700000000000E+01  0.1202918582261E+00 
 0.2031250000000E+00  0.2090781960413E+00  0.1700000000000E+01  0.1229871741419E+00 
 0.2109375000000E+00  0.2136093373013E+00  0.1700000000000E+01  0.1256525513537E+00 
 0.2187500000000E+00  0.2180883338574E+00  0.1700000000000E+01  0.1282872552102E+00 
 0.2265625000000E+00  0.2225179325432E+00  0.1700000000000E+01  0.1308929014960E+00 
 0.2343750000000E+00  0.2269057488438E+00  0.1700000000000E+01  0.1334739699081E+00 
 0.2421875000000E+00  0.2312520911802E+00  0.1700000000000E+01  0.1360306418707E+00 
 0.2500000000000E+00  0.2355568052884E+00  0.1700000000000E+01  0.1385628266403E+00 
 0.2578125000000E+00  0.2398270033954E+00  0.1700000000000E+01  0.1410747078796E+00 
 0.2656250000000E+00  0.2440645684071E+00  0.1700000000000E+01  0.1435673931806E+00 
 0.2734375000000E+00  0.2482679952251E+00  0.1700000000000E+01  0.1460399971913E+00 
 0.2812500000000E+00  0.2524410619496E+00  0.1700000000000E+01  0.1484947423233E+00 
 0.2890625000000E+00  0.2565870362537E+00  0.1700000000000E+01  0.1509335507375E+00 
 0.2968750000000E+00  0.2607073816406E+00  0.1700000000000E+01  0.1533572833180E+00 
 0.3046875000000E+00  0.2648017553785E+00  0.1700000000000E+01  0.1557657384579E+00 
 0.3125000000000E+00  0.2688717158670E+00  0.1700000000000E+01  0.1581598328629E+00 
 0.3203125000000E+00  0.2729203596230E+00  0.1700000000000E+01  0.1605413880135E+00 
 0.3281250000000E+00  0.2769488457455E+00  0.1700000000000E+01  0.1629110857326E+00 
 0.3359375000000E+00  0.2809582772611E+00  0.1700000000000E+01  0.1652695748595E+00 
 0.3437500000000E+00  0.2849481326026E+00  0.1700000000000E+01  0.1676165485898E+00 
 0.3515625000000E+00  0.2889204269540E+00  0.1700000000000E+01  0.1699531923259E+00 
 0.3593750000000E+00  0.2928769164896E+00  0.1700000000000E+01  0.1722805391115E+00 
 0.3671875000000E+00  0.2968184921007E+00  0.1700000000000E+01  0.1745991130004E+00 
 0.3750000000000E+00  0.3007460051970E+00  0.1700000000000E+01  0.1769094148218E+00 
 0.3828125000000E+00  0.3046601139489E+00  0.1700000000000E+01  0.1792118317346E+00 
 0.3906250000000E+00  0.3085604534207E+00  0.1700000000000E+01  0.1815061490710E+00 
 0.3984375000000E+00  0.3124492400640E+00  0.1700000000000E+01  0.1837936706259E+00 
 0.4062500000000E+00  0.3163271738239E+00  0.1700000000000E+01  0.1860748081317E+00 
 0.4140625000000E+00  0.3201949259261E+00  0.1700000000000E+01  0.1883499564271E+00 
 0.4218750000000E+00  0.3240531395467E+00  0.1700000000000E+01  0.1906194938510E+00 
 0.4296875000000E+00  0.3279024322283E+00  0.1700000000000E+01  0.1928837836637E+00 
 0.4375000000000E+00  0.3317427518842E+00  0.1700000000000E+01  0.1951427952260E+00 
 0.4453125000000E+00  0.3355751797993E+00  0.1700000000000E+01  0.1973971645878E+00 
 0.4531250000000E+00  0.3394005077051E+00  0.1700000000000E+01  0.1996473574736E+00 
